Name,TwitterHandle,Date,TweetUrl,Text,Location,TimeZone,Language,VizPic,Latitude,Longitude
Lee,leecarter,2018-01-28 21:49:00,https://t.co/VmTvtnKNO0,#MakeoverMonday wk3: How long does it take Apple to earn my annual salary?  #dataviz #Tableau? https://t.co/VmTvtnKNO0,"Manchester, England",London,en,,53.4791301,-2.2441009
Aparna,AparnaNelapati,2018-01-28 21:47:00,https://t.co/eMZrzJ6jzj,"#makeovermonday ,@TriMyData ,@VizWizBI   Week 5
https://t.co/eMZrzJ6jzj https://t.co/fxXPUohRJa",,,en,http://pbs.twimg.com/media/DUqL6Q8VMAApnVw.jpg,,
Mark Jurries II,PresbyGuy616,2018-01-28 21:28:00,https://t.co/oSpGp3x6oY,So if Apple was really nice and let me have their profits for like an hour that'd be cool. #makeovermonday? https://t.co/oSpGp3x6oY,"Grand Rapids, MI",Eastern Time (US & Canada),en,,42.963240500000005,-85.66786390000001
Charlie Hutcheson,CharlieHTableau,2018-01-28 20:33:00,https://t.co/JA3PapAK6l,"#MakeoverMonday was a good one for me this week. Nice and simple, plus I could bring out the bars again ???? https://t.co/JA3PapAK6l","Salisbury, England",,en,,51.073661200000004,-1.7951176
Soha Elghany,s0_s0w,2018-01-28 20:23:00,https://t.co/Ambon1gkil,#MakeoverMonday week 4 Movement of Turkey Vultures in North and South America #tableau #dataviz @VizWizBI? https://t.co/Ambon1gkil,"London, England",,en,,51.5073219,-0.1276474
Nicole Lohr,nicole_lohr9,2018-01-28 20:14:00,https://t.co/ZzMI73tOAn,Week 5 - 2016 Titlemax Industry Profit Per Second data reveals Banking generates a higher average profit per second? https://t.co/ZzMI73tOAn,"Lewisburg, PA",Atlantic Time (Canada),en,,40.964529299999995,-76.8844101
Zak Geis,zaksviz,2018-01-28 20:02:00,https://t.co/J1gQDduLTc,I did a really quick #MakeoverMonday viz this week.  I have a newborn and I don't think I have the mental willpower? https://t.co/J1gQDduLTc,,Pacific Time (US & Canada),en,,,
Suraj Shah,surajshah212,2018-01-28 19:57:00,https://t.co/gPdX3m9Tj0,"#MakeoverMonday 2018 Week 05. What you make per second vs What they make per second. 

https://t.co/gPdX3m9Tj0? https://t.co/tizYAh0ZJC","Phoenix, AZ",Arizona,en,,33.448586600000006,-112.0773456
Doc Kevin Lee Elder,DocKevinElder,2018-01-28 18:08:00,https://t.co/1MvDGduRQS,"#MakeOverMonday Week 5 Looks at the Most Profitable Companies and just how outrageously much they make per second,? https://t.co/1MvDGduRQS",The Middle of Georgia,Eastern Time (US & Canada),en,,33.993875,-84.065285
jake riley,yake_84,2018-01-28 17:58:00,https://t.co/MJnSP1X86O,Pretty sweet that @datadotworld gives you an .Rmd ready to go for #makeovermonday. Nice find @VizWizBI and? https://t.co/MJnSP1X86O,"Philadelphia, PA",Pacific Time (US & Canada),en,,39.952399299999996,-75.1635899
datadotworld,datadotworld,2018-01-28 13:00:00,https://t.co/FYuSQQ6bD4,Join the weekly #MakeoverMonday series! Here's one of our favorite visualizations by @ZenDollData from this week. W? https://t.co/FYuSQQ6bD4,"Austin, TX",Central Time (US & Canada),en,,30.2711286,-97.7436995
Nai Louza,nai_louza,2018-01-27 22:05:00,https://t.co/RNINonctuQ,catching up on this week's #MakeoverMonday. Thanks to @GwilymLockwood for showing me heat map maps!? https://t.co/RNINonctuQ,,,en,,,
Peter Empey,PeterEmpey,2018-01-27 18:52:00,https://t.co/lonllUaIHx,Just make the chart or push back and do what you feel is best? Here are my thoughts including an example from? https://t.co/lonllUaIHx,"Bountiful, UT",,en,,40.889461100000005,-111.8804817
Paula Jennings,PjTrilobyte,2018-01-27 15:59:00,https://t.co/OOURe3TpGN,@VizWizBI @TriMyData #MakeoverMonday #Tableau #PBI #DAX @safesoftware https://t.co/OOURe3TpGN Turkey Vulture Migrat? https://t.co/ds5Y0GpnsJ,Calgary,,en,,51.02532675,-114.0498685
Klaus Schulte,ProfDrKSchulte,2018-01-27 14:25:00,https://t.co/1gKd9GAqPv,"@simongerman600 There was a #MakeoverMonday on this chart some weeks ago. Same data, different visualizations:? https://t.co/1gKd9GAqPv","Münster, Deutschland",,en,,51.95013170000001,7.61330165
Lindsay Betzendahl,ZenDollData,2018-01-27 13:52:00,https://t.co/tg6f9QyHyI,Insights from last week?s #MakeoverMonday - keep it simple. https://t.co/tg6f9QyHyI,CT,Eastern Time (US & Canada),en,,41.6500201,-72.7342163
Marc Soares,Marc_Soares,2018-01-27 13:35:00,https://t.co/gDH1xpqYSO,"Simplicity and storytelling are key to a great viz. Otherwise, you?ll lose your audience just like Morongo!? https://t.co/gDH1xpqYSO","Toronto, Canada",Eastern Time (US & Canada),en,,43.653963,-79.38720699999999
Marta,m4rt4_gl,2018-01-27 11:34:00,https://t.co/Ts4zIbbfd1,"4th week challenge @VizWizBI @TriMyData #MakeoverMonday #TableauPublic @(https://t.co/Ts4zIbbfd1)
I used this tip t? https://t.co/mRyAtBzdVf",Spain,Paris,en,,40.0028028,-4.003104
Jodi Stamm,JodiStamm,2018-01-27 04:53:00,https://t.co/KDpWK5q7Vd,"(A little late posting this week) The before and after of my #MakeoverMonday 
https://t.co/KDpWK5q7Vd 
#Tableau? https://t.co/GHJmUa7hy0","Salt Lake City, Utah",Mountain Time (US & Canada),en,,40.7879394,-111.97839309999999
Sarah Nell,viz_dork,2018-01-27 00:06:00,https://t.co/w38jG6Ao1z,"@SimonBeaumont04 @tableau I bring up #makeovermonday a lot too -to show the power of the collective community, and? https://t.co/w38jG6Ao1z","Seattle, WA",Pacific Time (US & Canada),en,,47.6038321,-122.3300624
Simon Beaumont,SimonBeaumont04,2018-01-27 00:04:00,https://t.co/BJNU4Usqzh,@viz_dork @tableau There are indeed!i usually encourage participation or at least reflection of #makeovermonday or? https://t.co/BJNU4Usqzh,"Portsmouth, England",,en,,50.8036831,-1.0756139999999998
Chantilly J,chanjagg,2018-01-26 21:09:00,https://t.co/cr4VnVOxry,My FIRST ever #TableauFF is @ZenDollData. Lindsay's #MakeoverMonday viz on Turkey Vulture Migrations definitely cau? https://t.co/cr4VnVOxry,"Philadelphia, PA",Eastern Time (US & Canada),en,,39.952399299999996,-75.1635899
Heqing Huang,HQlytics,2018-01-26 17:53:00,https://t.co/m21G7yQ4HF,How's My Favorite Turkey Vulture Doing? https://t.co/m21G7yQ4HF  #makeovermonday @VizWizBI @TriMyData https://t.co/1Po9wScXXl,"Chicago, IL",Pacific Time (US & Canada),en,http://pbs.twimg.com/media/DUfDXcgVAAAIj1H.jpg,41.8755546,-87.6244212
Simon Beaumont,SimonBeaumont04,2018-01-26 17:14:00,https://t.co/BZE0qmynHb,"@databrett @datadotworld Thanks @databrett,so far so good,we really appreciate the platform you have provided to us? https://t.co/BZE0qmynHb","Portsmouth, England",,en,,50.8036831,-1.0756139999999998
Yanning Wang,yanningwang,2018-01-26 17:13:00,https://t.co/4OPyPTFK2L,#MakeoverMonday 2018Week4 - Tracking Turkey Vulture Migrations #Tableau #MMDataCamp #MMVizReview inspired by? https://t.co/4OPyPTFK2L,"Gainesville, FL",Eastern Time (US & Canada),en,,29.651939600000002,-82.32499609999999
Floury Spuds,flouryspuds,2018-01-26 16:27:00,https://t.co/nnRVnx0VrR,"Makeover Monday 2018 Week 4 - Turkey Vulture Migration
https://t.co/nnRVnx0VrR
#MakeoverMonday https://t.co/JF0hL6KWWF",Unknown,,en,http://pbs.twimg.com/media/DUevjp1WkAEB6um.jpg,25.07381735,-77.33063609
Matthijs Blenkers,MBlenkers,2018-01-26 12:09:00,https://t.co/tpp1L1cOQ3,"#MakeoverMonday week 4. Nice dataset! Trying calendar interactivity. #Tableau
https://t.co/tpp1L1cOQ3 https://t.co/IJcFNbA88O",,Amsterdam,en,http://pbs.twimg.com/media/DUd0kIAXUAM2zTc.jpg,,
Ken Flerlage,flerlagekr,2018-01-26 11:54:00,https://t.co/rDytkE2F3z,"My #TableauFF this week is Lindsay Betzendahl (@ZenDollData). She has some really amazing visualizations, including? https://t.co/rDytkE2F3z","Williamsport, PA",,en,,41.2493292,-77.0027671
Robert Crocker,robcrock,2018-01-26 11:21:00,https://t.co/OTNFGO0nhD,Big thanks to @recifs @stefanjudis @dhoboy for guidance on this weeks #makeovermonday with #d3js  ? The README is r? https://t.co/OTNFGO0nhD,,Pacific Time (US & Canada),en,,,
The Information Lab,infolabUK,2018-01-26 10:27:00,https://t.co/wupVEnU7Bo,.@aleksoft created a radial bump chart to visualize the most important characteristics in a romantic partner by nat? https://t.co/wupVEnU7Bo,"London, UK",,en,,51.5073219,-0.1276474
Simon Beaumont,SimonBeaumont04,2018-01-26 08:55:00,https://t.co/qPfi2gZM95,"Absolute slam dunk of a #TableauFF this week from @sarahlovesdata, @ZenDollData has an outstanding @tableaupublic p? https://t.co/qPfi2gZM95","Portsmouth, England",,en,,50.8036831,-1.0756139999999998
Sarah Bartlett,sarahlovesdata,2018-01-26 08:46:00,https://t.co/FE7yNtD5ar,My 2nd #TableauFF this week is @DilyanaFlower. I really liked Dilyana's #MakeoverMonday viz this week &amp; her? https://t.co/FE7yNtD5ar,"Basingstoke, England",London,en,,51.262826000000004,-1.0861976
Sarah Bartlett,sarahlovesdata,2018-01-26 08:37:00,https://t.co/L5ldFO2wRv,My first #TableauFF this week is @ZenDollData. I absolutely love Lindsay's #MakeoverMonday turkey vulture viz this? https://t.co/L5ldFO2wRv,"Basingstoke, England",London,en,,51.262826000000004,-1.0861976
Robert Crocker,robcrock,2018-01-26 08:17:00,https://t.co/hesIkSgq98,@TriMyData @VizWizBI #makeovermonday #d3js it isn't broken. It just needs time to load. Maybe I'll have a proper RE? https://t.co/hesIkSgq98,,Pacific Time (US & Canada),en,,,
Alicia F. Bembenek,dreamsofdata,2018-01-26 04:10:00,https://t.co/4fA9o57KGM,"@CesarPicco I know, right? I saw a bunch of vulture-looking birds in a field on my way to work on Tuesday, they may? https://t.co/4fA9o57KGM","Maryland, USA",,en,,39.5162234,-76.9382069
Marc Soares,Marc_Soares,2018-01-26 04:00:00,https://t.co/d3yOoBkDLn,"There are enough maps out there this week, so here's a different way of looking at the data.. Decomposing the migra? https://t.co/d3yOoBkDLn","Toronto, Canada",Eastern Time (US & Canada),en,,43.653963,-79.38720699999999
Alicia F. Bembenek,dreamsofdata,2018-01-26 03:29:00,https://t.co/FgXskQNxVy,"It's Leo vs Disney in the BATTLE OF THE BIRDS! 
#MakeoverMonday Week 4 | #Tableau | https://t.co/FgXskQNxVy? https://t.co/jMaFZwSNAT","Maryland, USA",,en,,39.5162234,-76.9382069
Pamela Germain,PamelaGFT9,2018-01-26 03:17:00,https://t.co/WM14g9zU4F,#MakeoverMonday Messing around with an older data set in honor of a certain upcoming occasion.? https://t.co/WM14g9zU4F,"Chicago, IL",America/Chicago,en,,41.8755546,-87.6244212
Rosario Gauna,rosariogaunag,2018-01-26 02:42:00,https://t.co/5rt9I2GnVN,"Week04 - Turkey Vulture #MakeoverMonday | #Tableau @TriMyData @VizWizBI 
Viz: https://t.co/5rt9I2GnVN https://t.co/HaluQszDfK","Nuevo León, México",Pacific Time (US & Canada),it,http://pbs.twimg.com/media/DUby4SZVwAAbzik.jpg,26.2384363,-99.8873
Ed,edmundneil,2018-01-25 23:36:00,https://t.co/BWnQFVGLQS,A turkey journey... #makeovermonday #week4 #Tableau @TriMyData @VizWizBI https://t.co/BWnQFVGLQS https://t.co/pupGvFiIBx,"Costa Rica
",Central America,en,http://pbs.twimg.com/media/DUbHzjlU8AALGR3.jpg,10.2735633,-84.0739102
Jim Van Sistine,jimvansistine,2018-01-25 19:12:00,https://t.co/4TYiiTsSIA,"Catching up on my #MakeoverMonday goals for 2018.  This is the US Income data, highlighting the shift in &gt;100k jobs? https://t.co/4TYiiTsSIA","Minneapolis, MN",Central Time (US & Canada),en,,44.9772995,-93.2654692
Sheryl P. Denker PhD,spdenker,2018-01-25 19:06:00,https://t.co/yGflxcOsVp,I'm interested in learning about @Tableau and dataviz for a project; all data in https://t.co/yGflxcOsVp research a? https://t.co/WUnHFL8l79,San Francisco,,en,,8.444585,125.9512492
Salima Currimbhoy,Scurrimbhoy,2018-01-25 18:01:00,https://t.co/rL0Kmljqfd,"#MakeoverMonday week 3, 2018. Household Income Distrubtion in the US. I was curious to see class levels by state an? https://t.co/rL0Kmljqfd",,Pacific Time (US & Canada),en,,,
Matt Francis,Matt_Francis,2018-01-25 17:08:00,https://t.co/nMFKXm4VaK,"For #makeovermonday the story of Morongo, The Turkey Vulture who got lost en route to Gutemala.? https://t.co/nMFKXm4VaK",UK,Amsterdam,en,,54.702354500000006,-3.2765752999999997
Lee Roquet,LJRoquet,2018-01-25 15:59:00,https://t.co/UgVauFL0yy,Follow @ivseow for his #MakeoverMonday putting a little fun and humor into analytics. Nice one Ivan... https://t.co/UgVauFL0yy,Idaho...,Arizona,en,,43.644764200000004,-114.0154071
Kashish Chauhan,KongKash,2018-01-25 14:47:00,https://t.co/DxyQ2wfqTg,"Flight of Turkey Vultures, not much to show this week. Could not use Alteryx ?. Anyways, here is my viz.? https://t.co/DxyQ2wfqTg","Faridabad, India",,en,,28.402836999999998,77.30856259999999
Mauricio Pinilla,MauricioData,2018-01-25 14:38:00,https://t.co/IcZVeqjGdU,I haven?t had time to do #MakeoverMonday this week with all the moving prep ????? But this is my public declaration? https://t.co/IcZVeqjGdU,"New York, USA",,en,,40.7306458,-73.9866136
Tushar More,tusharz_more,2018-01-25 12:09:00,https://t.co/6i121S2Vw3,"Updated #MakeoverMonday viz. Thanks for the feedback @VizWizBI and @TriMyData 
https://t.co/6i121S2Vw3 https://t.co/pCkPm5z399",,New Delhi,en,http://pbs.twimg.com/media/DUYq1EjUMAAAZD-.jpg,,
Daniel Ling,DanielLing13,2018-01-25 11:47:00,https://t.co/nExnd9q31S,Lets Talk Turkey; Leo the Turkey Vultures' 2010 migration for #makeovermonday @VizWizBI @TriMyData Created using? https://t.co/nExnd9q31S,"Mostly Killarney, Ireland",,en,,,
Ratnesh Pandey,Ratnesh_Pandey1,2018-01-25 09:53:00,https://t.co/s4ebNXRNHL,"#MakeoverMonday Week 4 - Turkey Vulture Migration in North America 

Here is my submission: Masters Of Migration- T? https://t.co/s4ebNXRNHL",,,en,,,
Adam Crahen,acrahen,2018-01-25 07:14:00,https://t.co/xtDs5beZEN,"#MakeoverMonday S3 E4 - Turkey Vultures
https://t.co/xtDs5beZEN https://t.co/yIgk9Kt7YW","Honeoye Falls, NY",Eastern Time (US & Canada),und,http://pbs.twimg.com/media/DUXnRI2VMAETuT_.jpg,42.9520098,-77.5914698
Ivan Seow,ivseow,2018-01-25 05:16:00,https://t.co/fPoHKseiOS,Had a go at #MakeoverMonday week 4 with my turkey vultures taking part in The Biggest Loser challenge @YellowfinBI? https://t.co/fPoHKseiOS,"Melbourne, Victoria",Melbourne,en,,-37.814217600000006,144.9631608
Laura Haase,LauraTHaase,2018-01-25 02:46:00,https://t.co/oApG5xaZPZ,"A tad late, but checkout my #makeovermonday for Week 4 of 2018, analyzing Turkey Vulture Migration data.? https://t.co/oApG5xaZPZ",,,en,,,
Sergey Yasinov,SergeyYas,2018-01-24 23:28:00,https://t.co/J2FitwKXrS,"#makeovermonday Week 4 
https://t.co/J2FitwKXrS @VizWizBI @TriMyData https://t.co/87QwQqwy3i",Israel,Pacific Time (US & Canada),en,http://pbs.twimg.com/media/DUV8KgWW4AMOlLA.jpg,30.8760272,35.0015196
Amarendranath D,AmarendranathD,2018-01-24 21:45:00,https://t.co/ubjLlVYUV7,"When your friend, team-mate &amp; colleague, states 'You aren't #Poojatastic enough', it's time to change her views! I? https://t.co/ubjLlVYUV7","Philadelphia, PA",Chennai,en,,39.952399299999996,-75.1635899
Yoshihito Kimura,SimplVizBest_YK,2018-01-24 19:02:00,https://t.co/cLQTsZtw85,"#MakeoverMonday Do American Turkey Vultures have a Time Difference ?
@VizWizBI @TriMyData 

??????????????? https://t.co/cLQTsZtw85",?? ??,Pacific Time (US & Canada),ja,,35.682838700000005,139.7594549
Nina Lindell,ninatsuts,2018-01-24 19:01:00,https://t.co/xNrHlputz3,"This week's #MakeoverMonday submission: Birds are fascinating, and so is @tableaupublic mysteriously changing the l? https://t.co/xNrHlputz3","Stockholm, Sweden",Volgograd,en,,59.3251172,18.0710935
Eric Liong,EricLiong_,2018-01-24 15:58:00,https://t.co/HxPY6cc6fy,#MakeoverMonday @TriMyData  @VizWizBI  The GIF definately wont help this load any faster.. but it worked out fairly? https://t.co/HxPY6cc6fy,Calgary,Mountain Time (US & Canada),en,,51.02532675,-114.0498685
The Information Lab,infolabUK,2018-01-24 15:20:00,https://t.co/SUlygq6QO3,#MakeOverMonday Week 4: @mverstrepen shares an interactive visualisation on regional tourism index of #NewZealand? https://t.co/SUlygq6QO3,"London, UK",,en,,51.5073219,-0.1276474
Tushar More,tusharz_more,2018-01-24 14:19:00,https://t.co/UFobVO3E67,"#MakeoverMonday wk-4, Migration of Turkey Vultures in North and South America @VizWizBI @TriMyData @MSPowerBI editi? https://t.co/UFobVO3E67",,New Delhi,en,,,
Cesar Picco,CesarPicco,2018-01-24 14:03:00,https://t.co/l5mf3jMVmS,On my way to work this morning I saw two turkey vultures sitting together on a streetlamp. Couldn't help thinking D? https://t.co/l5mf3jMVmS,,,en,,,
Robert Crocker,robcrock,2018-01-24 13:01:00,https://t.co/27T7ATcDcz,@JohnnyData22 and @LucidDataArtist have been polishing away to collect some #MakeoverMonday data. We can't say we h? https://t.co/27T7ATcDcz,,Pacific Time (US & Canada),en,,,
Young Song,ycsong21,2018-01-24 11:52:00,https://t.co/s0WGtNfFXt,#MakeoverMonday W04.  Correlation between weight of the birds and the distances they travelled.  This one was very? https://t.co/s0WGtNfFXt,"Brisbane, Queensland",,en,,-27.468968199999996,153.02349909999998
Mehsam Raza Hemani,LucidDataArtist,2018-01-24 11:15:00,https://t.co/EhJ96Fvg6t,"is Global warming a myth or reality? Check out visualization created by our founder Mesum Raza Hemani :)
 175 Milli? https://t.co/EhJ96Fvg6t",Karachi,Karachi,en,,25.147872,67.18219317
Sarah Bartlett,sarahlovesdata,2018-01-24 09:41:00,https://t.co/IZGf5t8VQi,@VizDrath @tableau Welcome to #makeovermonday Olga! I really like your viz &amp; how you have used the map as a centrep? https://t.co/IZGf5t8VQi,"Basingstoke, England",London,en,,51.262826000000004,-1.0861976
nik azinuddin,nikazinuddin,2018-01-24 07:57:00,https://t.co/5sLTRzGbpH,#MakeoverMonday Week 3 https://t.co/5sLTRzGbpH https://t.co/r08ygCriH6,"Kuala Lumpur Federal Territory, Malaysia",,en,http://pbs.twimg.com/media/DUSnqPwX0AAjAAb.jpg,2.7243827,101.7381037
Zentraedi Online,ZentraediOnline,2018-01-24 07:56:00,https://t.co/D81IksFN9g,"https://t.co/D81IksFN9g
Do you want to  feel better, younger, or more vital.
Only on @amazon.com
#younger? https://t.co/FI6z890kC0","Fourways, Johannesburg, South Africa",Pacific Time (US & Canada),en,,-26.005,28.003888899999996
Surya Teja,suryateja110,2018-01-24 07:01:00,https://t.co/sBOZJ0Gs5R,#MakeoverMonday week 4 - Movement of Turkey Vultures in  North and South  America.@VizWizBI @TriMyData? https://t.co/sBOZJ0Gs5R,"Philadelphia, PA",,en,,39.952399299999996,-75.1635899
Olga Drath,VizDrath,2018-01-24 06:51:00,https://t.co/L5uONywpQ8,"Ok, I started learning @tableau last month, so everybody be nice to me.
Not 100% happy with this dashboard, but I d? https://t.co/L5uONywpQ8","Melbourne, Victoria",,en,,-37.814217600000006,144.9631608
Emily Miller,EmilyMi69471101,2018-01-24 05:22:00,https://t.co/xLDt4hkT3U,The Migration of the Turkey Vulture/ Jan week4 ( Sarah Bartlett is the original author) #makeovermonday # @tableau? https://t.co/xLDt4hkT3U,,,en,,,
Zak Geis,zaksviz,2018-01-24 05:16:00,https://t.co/gPbopp8DSG,Phew - finally done! Already so many amazing #MakeoverMonday submissions this week! Here's mine:? https://t.co/gPbopp8DSG,,Pacific Time (US & Canada),en,,,
